,contcod,country,region,year,inc_con,source,mysample,bin_year,group,pop,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop,runningpop
2130,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,1,0.8525210999999999,82.0,1203,2479.585434909807,3306.0244140625,8.525211,0.8525210999999999
5360,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,1,1.6482365,85.0,441,394.4634245424359,547.359130859375,16.482364999999998,2.5007576
4750,SLV,El Salvador,L. America & Carib.,1989,I,povcal,1,1988,1,0.5189564999999999,87.0,2075,2262.091615078688,3552.107421875,5.189565,3.0197141
3330,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,1,0.15799000000000002,99.0,951,773.4909531522626,837.08251953125,1.5799,3.1777040999999997
3800,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,1,0.1892328,104.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,3.3669369
2210,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,1,0.46182449999999997,119.0,1142,1717.332819424086,2731.61962890625,4.618245,3.8287614
5361,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,2,1.6482365,133.0,441,394.4634245424359,547.359130859375,16.482364999999998,5.4769979
3970,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,1,9.2731304,136.0,559,573.7988323981575,1240.21826171875,92.731304,14.7501283
1210,CRI,Costa Rica,L. America & Carib.,1989,I,povcal,1,1988,1,0.2916566,147.0,2403,4005.900989463893,6159.13671875,2.916566,15.0417849
920,CHN-R,China,China,1990,C,povcal,1,1988,1,81.91720960000002,157.0,407,,,819.172096,96.95899450000002
4210,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,1,10.533246400000001,165.0,453,1038.439929589383,1505.338623046875,105.33246399999999,107.49224090000001
1960,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,1,1.4010951,166.0,578,598.9018732546979,882.044677734375,14.010951,108.89333600000002
2450,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,1,5.126596,167.0,474,,,51.26596,114.01993200000003
3331,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,2,0.15799000000000002,174.0,951,773.4909531522626,837.08251953125,1.5799,114.17792200000002
2131,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,2,0.8525210999999999,177.0,1203,2479.585434909807,3306.0244140625,8.525211,115.03044310000003
2400,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,1,12.674083999999999,178.0,417,,,126.74083999999999,127.70452710000002
5362,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,3,1.6482365,180.0,441,394.4634245424359,547.359130859375,16.482364999999998,129.35276360000003
380,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,1,10.006232,185.0,444,637.7204196744589,723.0072631835938,100.06232,139.35899560000004
2211,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,2,0.46182449999999997,196.0,1142,1717.332819424086,2731.61962890625,4.618245,139.82082010000005
610,BRA,Brazil,L. America & Carib.,1988,I,povcal,1,1988,1,14.447038399999999,196.0,3069,3701.521233916012,7519.3427734375,144.470384,154.26785850000005
2550,IND-R,India,India,1987,C,povcal,1,1988,1,62.810719999999996,203.0,514,,,628.1072,217.07857850000005
5550,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,1,1.956118,203.0,402,,2004.307373046875,19.56118,219.03469650000005
3801,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,2,0.1892328,205.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,219.22392930000007
921,CHN-R,China,China,1990,C,povcal,1,1988,2,81.91720960000002,207.0,407,,,819.172096,301.1411389000001
2600,IND-U,India,India,1987,C,povcal,1,1988,1,20.959246399999998,210.0,611,,,209.59246399999998,322.1003853000001
3971,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,2,9.2731304,212.0,559,573.7988323981575,1240.21826171875,92.731304,331.3735157000001
4211,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,2,10.533246400000001,213.0,453,1038.439929589383,1505.338623046875,105.33246399999999,341.9067621000001
2451,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,2,5.126596,221.0,474,,,51.26596,347.0333581000001
5363,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,4,1.6482365,230.0,441,394.4634245424359,547.359130859375,16.482364999999998,348.6815946000001
2401,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,2,12.674083999999999,230.0,417,,,126.74083999999999,361.3556786000001
1450,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,1,0.6907171,233.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,362.04639570000006
381,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,2,10.006232,235.0,444,637.7204196744589,723.0072631835938,100.06232,372.0526277000001
1520,ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,1,0.9792658000000001,235.0,2284,2970.7477873448906,5172.47412109375,9.792658,373.0318935000001
1961,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,2,1.4010951,238.0,578,598.9018732546979,882.044677734375,14.010951,374.4329886000001
5551,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,2,1.956118,238.0,402,,2004.307373046875,19.56118,376.3891066000001
922,CHN-R,China,China,1990,C,povcal,1,1988,3,81.91720960000002,248.0,407,,,819.172096,458.30631620000014
4340,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,1,5.8572072,255.0,900,1460.716896475849,2453.369873046875,58.572072,464.16352340000014
5552,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,3,1.956118,255.0,402,,2004.307373046875,19.56118,466.11964140000015
4212,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,3,10.533246400000001,256.0,453,1038.439929589383,1505.338623046875,105.33246399999999,476.65288780000014
3332,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,3,0.15799000000000002,257.0,951,773.4909531522626,837.08251953125,1.5799,476.8108778000001
2402,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,3,12.674083999999999,266.0,417,,,126.74083999999999,489.4849618000001
2452,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,3,5.126596,268.0,474,,,51.26596,494.6115578000001
2551,IND-R,India,India,1987,C,povcal,1,1988,2,62.810719999999996,269.0,514,,,628.1072,557.4222778000001
3972,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,3,9.2731304,269.0,559,573.7988323981575,1240.21826171875,92.731304,566.6954082000001
2601,IND-U,India,India,1987,C,povcal,1,1988,2,20.959246399999998,269.0,611,,,209.59246399999998,587.6546546000001
382,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,3,10.006232,277.0,444,637.7204196744589,723.0072631835938,100.06232,597.6608866
5553,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,4,1.956118,280.0,402,,2004.307373046875,19.56118,599.6170046
2132,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,3,0.8525210999999999,281.0,1203,2479.585434909807,3306.0244140625,8.525211,600.4695257
5364,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,5,1.6482365,283.0,441,394.4634245424359,547.359130859375,16.482364999999998,602.1177622
2212,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,3,0.46182449999999997,284.0,1142,1717.332819424086,2731.61962890625,4.618245,602.5795867
923,CHN-R,China,China,1990,C,povcal,1,1988,4,81.91720960000002,285.0,407,,,819.172096,684.4967963
970,CHN-U,China,China,1990,C,povcal,1,1988,1,28.245791999999998,291.0,709,,,282.45792,712.7425883000001
4213,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,4,10.533246400000001,298.0,453,1038.439929589383,1505.338623046875,105.33246399999999,723.2758347000001
2403,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,4,12.674083999999999,300.0,417,,,126.74083999999999,735.9499187000001
3802,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,3,0.1892328,301.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,736.1391515000001
1962,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,3,1.4010951,303.0,578,598.9018732546979,882.044677734375,14.010951,737.5402466000002
4180,NZL,New Zealand,Mature economies,1986,I,wyd,1,1988,1,0.335,306.0,12046,10418.6015990235,19328.11328125,3.35,737.8752466000002
2453,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,4,5.126596,314.0,474,,,51.26596,743.0018426000001
2552,IND-R,India,India,1987,C,povcal,1,1988,3,62.810719999999996,315.0,514,,,628.1072,805.8125626000001
383,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,4,10.006232,316.0,444,637.7204196744589,723.0072631835938,100.06232,815.8187946
924,CHN-R,China,China,1990,C,povcal,1,1988,5,81.91720960000002,321.0,407,,,819.172096,897.7360042
2602,IND-U,India,India,1987,C,povcal,1,1988,3,20.959246399999998,324.0,611,,,209.59246399999998,918.6952506
3973,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,4,9.2731304,326.0,559,573.7988323981575,1240.21826171875,92.731304,927.968381
5554,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,5,1.956118,326.0,402,,2004.307373046875,19.56118,929.924499
4341,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,2,5.8572072,331.0,900,1460.716896475849,2453.369873046875,58.572072,935.7817061999999
1020,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,1,1.1694318000000001,336.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,936.9511379999999
2404,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,5,12.674083999999999,337.0,417,,,126.74083999999999,949.6252219999999
4214,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,5,10.533246400000001,340.0,453,1038.439929589383,1505.338623046875,105.33246399999999,960.1584684
1130,COL,Colombia,L. America & Carib.,1988,I,povcal,1,1988,1,3.191325,340.0,2785,3809.6649796557863,5784.0361328125,31.91325,963.3497934
5060,THA,Thailand,Other Asia,1988,C,povcal,1,1988,1,5.5370528,343.0,1279,1761.616210558801,3250.703369140625,55.370528,968.8868461999999
3280,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,1,1.6599,343.0,916,1183.99869103732,2029.2152099609382,16.599,970.5467461999999
820,CHL,Chile,L. America & Carib.,1987,I,povcal,1,1988,1,1.2733409,344.0,2939,3125.4905778688753,5939.54443359375,12.733409,971.8200870999999
5365,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,6,1.6482365,346.0,441,394.4634245424359,547.359130859375,16.482364999999998,973.4683236
3333,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,4,0.15799000000000002,352.0,951,773.4909531522626,837.08251953125,1.5799,973.6263136
384,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,5,10.006232,355.0,444,637.7204196744589,723.0072631835938,100.06232,983.6325456
2553,IND-R,India,India,1987,C,povcal,1,1988,4,62.810719999999996,357.0,514,,,628.1072,1046.4432656
925,CHN-R,China,China,1990,C,povcal,1,1988,6,81.91720960000002,360.0,407,,,819.172096,1128.3604751999999
2454,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,5,5.126596,361.0,474,,,51.26596,1133.4870712
1963,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,4,1.4010951,364.0,578,598.9018732546979,882.044677734375,14.010951,1134.8881663
5555,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,6,1.956118,375.0,402,,2004.307373046875,19.56118,1136.8442843
2405,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,6,12.674083999999999,377.0,417,,,126.74083999999999,1149.5183683
2603,IND-U,India,India,1987,C,povcal,1,1988,4,20.959246399999998,381.0,611,,,209.59246399999998,1170.4776147
2213,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,4,0.46182449999999997,387.0,1142,1717.332819424086,2731.61962890625,4.618245,1170.9394392
1500,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,1,2.4035236,387.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,1173.3429628
4215,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,6,10.533246400000001,388.0,453,1038.439929589383,1505.338623046875,105.33246399999999,1183.8762092
3974,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,5,9.2731304,390.0,559,573.7988323981575,1240.21826171875,92.731304,1193.1493395999998
971,CHN-U,China,China,1990,C,povcal,1,1988,2,28.245791999999998,392.0,709,,,282.45792,1221.3951315999998
3803,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,4,0.1892328,395.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,1221.5843643999997
385,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,6,10.006232,398.0,444,637.7204196744589,723.0072631835938,100.06232,1231.5905963999996
2133,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,4,0.8525210999999999,402.0,1203,2479.585434909807,3306.0244140625,8.525211,1232.4431174999997
2554,IND-R,India,India,1987,C,povcal,1,1988,5,62.810719999999996,403.0,514,,,628.1072,1295.2538374999997
926,CHN-R,China,China,1990,C,povcal,1,1988,7,81.91720960000002,404.0,407,,,819.172096,1377.1710470999997
4342,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,3,5.8572072,410.0,900,1460.716896475849,2453.369873046875,58.572072,1383.0282542999996
2455,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,6,5.126596,414.0,474,,,51.26596,1388.1548502999997
5200,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,1,0.7857619,414.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,1388.9406121999996
5366,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,7,1.6482365,423.0,441,394.4634245424359,547.359130859375,16.482364999999998,1390.5888486999995
2406,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,7,12.674083999999999,425.0,417,,,126.74083999999999,1403.2629326999995
4751,SLV,El Salvador,L. America & Carib.,1989,I,povcal,1,1988,2,0.5189564999999999,425.0,2075,2262.091615078688,3552.107421875,5.189565,1403.7818891999996
5556,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,7,1.956118,427.0,402,,2004.307373046875,19.56118,1405.7380071999996
1964,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,5,1.4010951,428.0,578,598.9018732546979,882.044677734375,14.010951,1407.1391022999996
1451,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,2,0.6907171,428.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,1407.8298193999997
3620,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,1,8.101009600000001,439.0,2728,5027.856116149457,9697.029296875,81.01009599999999,1415.9308289999997
2604,IND-U,India,India,1987,C,povcal,1,1988,5,20.959246399999998,440.0,611,,,209.59246399999998,1436.8900753999997
5061,THA,Thailand,Other Asia,1988,C,povcal,1,1988,2,5.5370528,440.0,1279,1761.616210558801,3250.703369140625,55.370528,1442.4271281999997
4216,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,7,10.533246400000001,444.0,453,1038.439929589383,1505.338623046875,105.33246399999999,1452.9603745999998
386,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,7,10.006232,447.0,444,637.7204196744589,723.0072631835938,100.06232,1462.9666065999997
2555,IND-R,India,India,1987,C,povcal,1,1988,6,62.810719999999996,453.0,514,,,628.1072,1525.7773265999997
3281,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,2,1.6599,455.0,916,1183.99869103732,2029.2152099609382,16.599,1527.4372265999998
611,BRA,Brazil,L. America & Carib.,1988,I,povcal,1,1988,2,14.447038399999999,460.0,3069,3701.521233916012,7519.3427734375,144.470384,1541.884265
560,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,1,0.636347,461.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,1542.5206119999998
927,CHN-R,China,China,1990,C,povcal,1,1988,8,81.91720960000002,464.0,407,,,819.172096,1624.4378215999998
3334,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,5,0.15799000000000002,465.0,951,773.4909531522626,837.08251953125,1.5799,1624.5958115999997
1570,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,1,5.443372,466.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,1630.0391835999997
972,CHN-U,China,China,1990,C,povcal,1,1988,3,28.245791999999998,470.0,709,,,282.45792,1658.2849755999996
1021,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,2,1.1694318000000001,471.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,1659.4544073999996
3975,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,6,9.2731304,474.0,559,573.7988323981575,1240.21826171875,92.731304,1668.7275377999995
2456,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,7,5.126596,477.0,474,,,51.26596,1673.8541337999995
2407,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,8,12.674083999999999,487.0,417,,,126.74083999999999,1686.5282177999995
5557,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,8,1.956118,492.0,402,,2004.307373046875,19.56118,1688.4843357999996
2870,JAM,Jamaica,L. America & Carib.,1988,C,povcal,1,1988,1,0.23564000000000002,492.0,2298,2870.981339573017,5539.47412109375,2.3564,1688.7199757999997
3804,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,5,0.1892328,493.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,1688.9092085999996
4343,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,4,5.8572072,497.0,900,1460.716896475849,2453.369873046875,58.572072,1694.7664157999995
1965,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,6,1.4010951,498.0,578,598.9018732546979,882.044677734375,14.010951,1696.1675108999996
2700,IRN,"Iran, Islamic Rep.",M. East & N. Africa,1990,C,povcal,1,1988,1,5.181074400000001,500.0,2429,2458.601198970312,6200.66943359375,51.810744,1701.3485852999995
5580,VEN,"Venezuela, RB",L. America & Carib.,1987,I,povcal,1,1988,1,1.8839278000000002,506.0,3830,4062.6606480366795,9985.5732421875,18.839278,1703.2325130999996
2605,IND-U,India,India,1987,C,povcal,1,1988,6,20.959246399999998,508.0,611,,,209.59246399999998,1724.1917594999995
2214,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,5,0.46182449999999997,508.0,1142,1717.332819424086,2731.61962890625,4.618245,1724.6535839999995
387,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,8,10.006232,513.0,444,637.7204196744589,723.0072631835938,100.06232,1734.6598159999994
1521,ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,2,0.9792658000000001,514.0,2284,2970.7477873448906,5172.47412109375,9.792658,1735.6390817999993
2556,IND-R,India,India,1987,C,povcal,1,1988,7,62.810719999999996,514.0,514,,,628.1072,1798.4498017999992
4217,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,8,10.533246400000001,520.0,453,1038.439929589383,1505.338623046875,105.33246399999999,1808.9830481999993
5367,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,8,1.6482365,531.0,441,394.4634245424359,547.359130859375,16.482364999999998,1810.6312846999992
3282,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,3,1.6599,533.0,916,1183.99869103732,2029.2152099609382,16.599,1812.2911846999993
973,CHN-U,China,China,1990,C,povcal,1,1988,4,28.245791999999998,539.0,709,,,282.45792,1840.5369766999993
5062,THA,Thailand,Other Asia,1988,C,povcal,1,1988,3,5.5370528,541.0,1279,1761.616210558801,3250.703369140625,55.370528,1846.0740294999994
2134,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,5,0.8525210999999999,545.0,1203,2479.585434909807,3306.0244140625,8.525211,1846.9265505999995
3880,MYS,Malaysia,Other Asia,1987,I,povcal,1,1988,1,1.7200068,557.0,2798,1959.27948654467,5511.51611328125,17.200067999999998,1848.6465573999994
2457,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,8,5.126596,562.0,474,,,51.26596,1853.7731533999995
928,CHN-R,China,China,1990,C,povcal,1,1988,9,81.91720960000002,562.0,407,,,819.172096,1935.6903629999995
3976,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,7,9.2731304,578.0,559,573.7988323981575,1240.21826171875,92.731304,1944.9634933999994
1966,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,7,1.4010951,581.0,578,598.9018732546979,882.044677734375,14.010951,1946.3645884999994
2408,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,9,12.674083999999999,585.0,417,,,126.74083999999999,1959.0386724999994
1571,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,2,5.443372,588.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,1964.4820444999993
1131,COL,Colombia,L. America & Carib.,1988,I,povcal,1,1988,2,3.191325,588.0,2785,3809.6649796557863,5784.0361328125,31.91325,1967.6733694999994
5558,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,9,1.956118,590.0,402,,2004.307373046875,19.56118,1969.6294874999994
2606,IND-U,India,India,1987,C,povcal,1,1988,7,20.959246399999998,591.0,611,,,209.59246399999998,1990.5887338999994
5180,TTO,Trinidad and Tobago,L. America & Carib.,1988,I,povcal,1,1988,1,0.12012239999999999,592.0,3184,2949.7671308598574,10879.6044921875,1.201224,1990.7088562999993
4344,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,5,5.8572072,592.0,900,1460.716896475849,2453.369873046875,58.572072,1996.5660634999992
2557,IND-R,India,India,1987,C,povcal,1,1988,8,62.810719999999996,594.0,514,,,628.1072,2059.3767834999994
1022,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,3,1.1694318000000001,601.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,2060.5462152999994
1501,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,2,2.4035236,602.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,2062.9497388999994
3805,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,6,0.1892328,604.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,2063.1389716999993
974,CHN-U,China,China,1990,C,povcal,1,1988,5,28.245791999999998,605.0,709,,,282.45792,2091.3847636999994
3335,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,6,0.15799000000000002,605.0,951,773.4909531522626,837.08251953125,1.5799,2091.5427536999996
3283,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,4,1.6599,609.0,916,1183.99869103732,2029.2152099609382,16.599,2093.2026536999997
5240,TUR,Turkey,"Russia, C. Asia, SE Europe",1987,C,povcal,1,1988,1,5.22785,615.0,2593,4456.082873578906,7604.22607421875,52.2785,2098.4305037
388,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,9,10.006232,622.0,444,637.7204196744589,723.0072631835938,100.06232,2108.4367357
1452,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,3,0.6907171,624.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,2109.1274528
1211,CRI,Costa Rica,L. America & Carib.,1989,I,povcal,1,1988,2,0.2916566,627.0,2403,4005.900989463893,6159.13671875,2.916566,2109.4191094
821,CHL,Chile,L. America & Carib.,1987,I,povcal,1,1988,2,1.2733409,641.0,2939,3125.4905778688753,5939.54443359375,12.733409,2110.6924503
4218,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,9,10.533246400000001,648.0,453,1038.439929589383,1505.338623046875,105.33246399999999,2121.2256967
5201,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,2,0.7857619,650.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,2122.0114586
561,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,2,0.636347,656.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,2122.6478056
5063,THA,Thailand,Other Asia,1988,C,povcal,1,1988,4,5.5370528,656.0,1279,1761.616210558801,3250.703369140625,55.370528,2128.1848584
2215,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,6,0.46182449999999997,660.0,1142,1717.332819424086,2731.61962890625,4.618245,2128.6466829
975,CHN-U,China,China,1990,C,povcal,1,1988,6,28.245791999999998,674.0,709,,,282.45792,2156.8924749000003
612,BRA,Brazil,L. America & Carib.,1988,I,povcal,1,1988,3,14.447038399999999,691.0,3069,3701.521233916012,7519.3427734375,144.470384,2171.3395133000004
3284,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,5,1.6599,691.0,916,1183.99869103732,2029.2152099609382,16.599,2172.9994133000005
1967,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,8,1.4010951,694.0,578,598.9018732546979,882.044677734375,14.010951,2174.4005084000005
1572,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,3,5.443372,702.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,2179.8438804000007
2458,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,9,5.126596,703.0,474,,,51.26596,2184.9704764000007
2607,IND-U,India,India,1987,C,povcal,1,1988,8,20.959246399999998,705.0,611,,,209.59246399999998,2205.929722800001
4345,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,6,5.8572072,706.0,900,1460.716896475849,2453.369873046875,58.572072,2211.786930000001
3977,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,8,9.2731304,712.0,559,573.7988323981575,1240.21826171875,92.731304,2221.060060400001
5368,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,9,1.6482365,716.0,441,394.4634245424359,547.359130859375,16.482364999999998,2222.708296900001
2135,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,6,0.8525210999999999,720.0,1203,2479.585434909807,3306.0244140625,8.525211,2223.5608180000013
2558,IND-R,India,India,1987,C,povcal,1,1988,9,62.810719999999996,723.0,514,,,628.1072,2286.3715380000012
1023,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,4,1.1694318000000001,729.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,2287.540969800001
4752,SLV,El Salvador,L. America & Carib.,1989,I,povcal,1,1988,3,0.5189564999999999,732.0,2075,2262.091615078688,3552.107421875,5.189565,2288.0599263000013
3806,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,7,0.1892328,737.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,2288.249159100001
1502,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,3,2.4035236,746.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,2290.652682700001
2871,JAM,Jamaica,L. America & Carib.,1988,C,povcal,1,1988,2,0.23564000000000002,751.0,2298,2870.981339573017,5539.47412109375,2.3564,2290.888322700001
976,CHN-U,China,China,1990,C,povcal,1,1988,7,28.245791999999998,753.0,709,,,282.45792,2319.134114700001
