,contcod,country,region,year,inc_con,source,mysample,bin_year,group,pop,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop,runningpop
2706,IRN,"Iran, Islamic Rep.",M. East & N. Africa,1990,C,povcal,1,1988,7,5.181074400000001,2320.0,2429,2458.601198970312,6200.66943359375,51.810744,3012.8176777000067
3809,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,10,0.1892328,2339.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,3013.0069105000066
5246,TUR,Turkey,"Russia, C. Asia, SE Europe",1987,C,povcal,1,1988,7,5.22785,2357.0,2593,4456.082873578906,7604.22607421875,52.2785,3018.234760500007
1216,CRI,Costa Rica,L. America & Carib.,1989,I,povcal,1,1988,7,0.2916566,2384.0,2403,4005.900989463893,6159.13671875,2.916566,3018.5264171000067
2651,IRL,Ireland,Mature economies,1987,I,wyd,1,1988,2,0.3524949,2387.0,5676,8159.454101445259,15347.359375,3.524949,3018.8789120000065
1136,COL,Colombia,L. America & Carib.,1988,I,povcal,1,1988,7,3.191325,2412.0,2785,3809.6649796557863,5784.0361328125,31.91325,3022.0702370000063
4561,ROU,Romania,Mature economies,1989,I,povcal,1,1988,2,2.3057662,2420.0,4165,,8332.9423828125,23.057662,3024.3760032000064
567,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,8,0.636347,2430.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,3025.0123502000065
1810,FRA,France,Mature economies,1989,I,wyd,1,1988,1,5.7668932,2437.0,10674,13408.86583479267,23767.998046875,57.668932,3030.7792434000066
2771,ISR,Israel,Mature economies,1986,I,wyd,1,1988,2,0.4442,2489.0,6303,8414.497205402651,16430.94140625,4.442,3031.2234434000065
2305,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,6,1.0596486999999999,2496.0,2684,6499.630216761201,13455.3291015625,10.596487,3032.2830921000063
3289,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,10,1.6599,2507.0,916,1183.99869103732,2029.2152099609382,16.599,3033.9429921000064
5585,VEN,"Venezuela, RB",L. America & Carib.,1987,I,povcal,1,1988,6,1.8839278000000002,2516.0,3830,4062.6606480366795,9985.5732421875,18.839278,3035.8269199000065
3886,MYS,Malaysia,Other Asia,1987,I,povcal,1,1988,7,1.7200068,2526.0,2798,1959.27948654467,5511.51611328125,17.200067999999998,3037.5469267000067
502,BLR,Belarus,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,3,1.014,2560.0,3662,,,10.14,3038.560926700007
52,ARG,Argentina,L. America & Carib.,1987,I,povcal,1,1988,3,3.1729130000000003,2565.0,6397,9201.201876605535,8849.7685546875,31.729129999999998,3041.7338397000067
4451,PRT,Portugal,Mature economies,1989,I,wyd,1,1988,2,1.001961,2569.0,5491,8602.400777211395,15528.70703125,10.01961,3042.7358007000066
3012,KAZ,Kazakhstan,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,3,1.6130832,2595.0,3998,,7089.0,16.130832,3044.3488839000065
5185,TTO,Trinidad and Tobago,L. America & Carib.,1988,I,povcal,1,1988,6,0.12012239999999999,2611.0,3184,2949.7671308598574,10879.6044921875,1.201224,3044.4690063000066
4757,SLV,El Salvador,L. America & Carib.,1989,I,povcal,1,1988,8,0.5189564999999999,2616.0,2075,2262.091615078688,3552.107421875,5.189565,3044.9879628000067
3624,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,5,8.101009600000001,2627.0,2728,5027.856116149457,9697.029296875,81.01009599999999,3053.0889724000067
2080,GRC,Greece,Mature economies,1988,I,wyd,1,1988,1,1.0036983,2634.0,9085,10454.33926429884,16890.1953125,10.036983,3054.0926707000067
5500,USA,United States,Mature economies,1986,I,wyd,1,1988,1,24.4499008,2636.0,16411,19491.28196162233,29269.197265625,244.499008,3078.5425715000065
4060,NLD,Netherlands,Mature economies,1987,I,wyd,1,1988,1,1.4760094,2652.0,9574,12143.27512491104,23805.724609375,14.760094,3080.0185809000063
2916,JOR,Jordan,M. East & N. Africa,1986,C,povcal,1,1988,7,0.2948,2656.0,2658,3083.630833819242,4310.0341796875,2.948,3080.3133809000065
3362,LTU,Lithuania,Mature economies,1988,I,povcal,1,1988,3,0.3655049,2673.0,3813,,12537.0,3.655049,3080.6788858000064
1527,ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,8,0.9792658000000001,2674.0,2284,2970.7477873448906,5172.47412109375,9.792658,3081.6581516000065
2877,JAM,Jamaica,L. America & Carib.,1988,C,povcal,1,1988,8,0.23564000000000002,2688.0,2298,2870.981339573017,5539.47412109375,2.3564,3081.8937916000064
4402,POL,Poland,Mature economies,1987,I,povcal,1,1988,3,3.7824487999999996,2732.0,4096,4870.333441119676,9440.6748046875,37.824488,3085.6762404000065
1458,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,9,0.6907171,2741.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,3086.3669575000063
4890,SVN,Slovenia,Mature economies,1987,I,povcal,1,1988,1,0.19951960000000002,2762.0,6151,,,1.995196,3086.566477100006
2306,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,7,1.0596486999999999,2778.0,2684,6499.630216761201,13455.3291015625,10.596487,3087.626125800006
5453,URY,Uruguay,L. America & Carib.,1989,I,povcal,1,1988,4,0.3068166,2788.0,5041,4314.060460281531,7329.36376953125,3.068166,3087.9329424000057
4840,SVK,Slovak Republic,Mature economies,1988,I,povcal,1,1988,1,0.5250596,2803.0,5163,,13004.4580078125,5.250596,3088.4580020000058
430,BGR,Bulgaria,Mature economies,1989,C,povcal,1,1988,1,0.8981446,2829.0,6203,4605.6326918683535,8135.71337890625,8.981446,3089.3561466000056
5208,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,9,0.7857619,2839.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,3090.1419085000057
4505,PRY,Paraguay,L. America & Carib.,1990,I,povcal,1,1988,6,0.40236279999999996,2848.0,3456,2934.752931529315,4004.967529296875,4.0236279999999995,3090.5442713000057
4349,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,10,5.8572072,2884.0,900,1460.716896475849,2453.369873046875,58.572072,3096.401478500006
2707,IRN,"Iran, Islamic Rep.",M. East & N. Africa,1990,C,povcal,1,1988,8,5.181074400000001,2886.0,2429,2458.601198970312,6200.66943359375,51.810744,3101.582552900006
4181,NZL,New Zealand,Mature economies,1986,I,wyd,1,1988,2,0.335,2889.0,12046,10418.6015990235,19328.11328125,3.35,3101.917552900006
503,BLR,Belarus,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,4,1.014,2889.0,3662,,,10.14,3102.931552900006
130,AUS,Australia,Mature economies,1989,I,wyd,1,1988,1,1.6532200000000001,2890.0,11678,12463.26584832049,23370.16796875,16.5322,3104.584772900006
5247,TUR,Turkey,"Russia, C. Asia, SE Europe",1987,C,povcal,1,1988,8,5.22785,2899.0,2593,4456.082873578906,7604.22607421875,52.2785,3109.8126229000063
4562,ROU,Romania,Mature economies,1989,I,povcal,1,1988,3,2.3057662,2916.0,4165,,8332.9423828125,23.057662,3112.1183891000064
1217,CRI,Costa Rica,L. America & Carib.,1989,I,povcal,1,1988,8,0.2916566,2997.0,2403,4005.900989463893,6159.13671875,2.916566,3112.4100457000063
2652,IRL,Ireland,Mature economies,1987,I,wyd,1,1988,3,0.3524949,3000.0,5676,8159.454101445259,15347.359375,3.524949,3112.762540600006
3013,KAZ,Kazakhstan,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,4,1.6130832,3002.0,3998,,7089.0,16.130832,3114.375623800006
3625,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,6,8.101009600000001,3006.0,2728,5027.856116149457,9697.029296875,81.01009599999999,3122.476633400006
1671,EST,Estonia,Mature economies,1988,I,povcal,1,1988,2,0.15619,3016.0,5210,,10641.0,1.5619,3122.632823400006
3363,LTU,Lithuania,Mature economies,1988,I,povcal,1,1988,4,0.3655049,3020.0,3813,,12537.0,3.655049,3122.998328300006
827,CHL,Chile,L. America & Carib.,1987,I,povcal,1,1988,8,1.2733409,3030.0,2939,3125.4905778688753,5939.54443359375,12.733409,3124.2716692000063
1261,CYP,Cyprus,Mature economies,1990,I,wyd,1,1988,2,0.07365310000000001,3065.0,6221,6925.126518431175,18091.318359375,0.736531,3124.345322300006
1290,CZE,Czech Republic,Mature economies,1988,I,povcal,1,1988,1,1.0355276,3113.0,5863,,16211.0,10.355276,3125.380849900006
4452,PRT,Portugal,Mature economies,1989,I,wyd,1,1988,3,1.001961,3117.0,5491,8602.400777211395,15528.70703125,10.01961,3126.382810900006
4403,POL,Poland,Mature economies,1987,I,povcal,1,1988,4,3.7824487999999996,3126.0,4096,4870.333441119676,9440.6748046875,37.824488,3130.165259700006
2772,ISR,Israel,Mature economies,1986,I,wyd,1,1988,3,0.4442,3137.0,6303,8414.497205402651,16430.94140625,4.442,3130.609459700006
617,BRA,Brazil,L. America & Carib.,1988,I,povcal,1,1988,8,14.447038399999999,3137.0,3069,3701.521233916012,7519.3427734375,144.470384,3145.056498100006
2307,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,8,1.0596486999999999,3154.0,2684,6499.630216761201,13455.3291015625,10.596487,3146.116146800006
1137,COL,Colombia,L. America & Carib.,1988,I,povcal,1,1988,8,3.191325,3158.0,2785,3809.6649796557863,5784.0361328125,31.91325,3149.3074718000057
5186,TTO,Trinidad and Tobago,L. America & Carib.,1988,I,povcal,1,1988,7,0.12012239999999999,3196.0,3184,2949.7671308598574,10879.6044921875,1.201224,3149.427594200006
3887,MYS,Malaysia,Other Asia,1987,I,povcal,1,1988,8,1.7200068,3206.0,2798,1959.27948654467,5511.51611328125,17.200067999999998,3151.147601000006
2917,JOR,Jordan,M. East & N. Africa,1986,C,povcal,1,1988,8,0.2948,3214.0,2658,3083.630833819242,4310.0341796875,2.948,3151.442401000006
504,BLR,Belarus,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,5,1.014,3222.0,3662,,,10.14,3152.4564010000063
3161,KOR,"Korea, Rep.",Mature economies,1988,I,wyd,1,1988,2,4.1975,3222.0,7028,5194.199906039309,9977.13671875,41.975,3156.6539010000065
1579,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,10,5.443372,3236.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,3162.0972730000067
3440,LVA,Latvia,Mature economies,1988,I,povcal,1,1988,1,0.2653434,3265.0,7321,7573.604390386194,10428.2744140625,2.653434,3162.3626164000066
568,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,9,0.636347,3279.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,3162.9989634000067
4506,PRY,Paraguay,L. America & Carib.,1990,I,povcal,1,1988,7,0.40236279999999996,3280.0,3456,2934.752931529315,4004.967529296875,4.0236279999999995,3163.4013262000067
5586,VEN,"Venezuela, RB",L. America & Carib.,1987,I,povcal,1,1988,7,1.8839278000000002,3290.0,3830,4062.6606480366795,9985.5732421875,18.839278,3165.2852540000067
53,ARG,Argentina,L. America & Carib.,1987,I,povcal,1,1988,4,3.1729130000000003,3307.0,6397,9201.201876605535,8849.7685546875,31.729129999999998,3168.4581670000066
1621,ESP,Spain,Mature economies,1990,I,wyd,1,1988,2,3.8715848,3320.0,7030,11104.36045104772,19776.65625,38.715848,3172.3297518000068
4563,ROU,Romania,Mature economies,1989,I,povcal,1,1988,4,2.3057662,3328.0,4165,,8332.9423828125,23.057662,3174.635518000007
3364,LTU,Lithuania,Mature economies,1988,I,povcal,1,1988,5,0.3655049,3367.0,3813,,12537.0,3.655049,3175.001022900007
3626,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,7,8.101009600000001,3374.0,2728,5027.856116149457,9697.029296875,81.01009599999999,3183.1020325000068
4841,SVK,Slovak Republic,Mature economies,1988,I,povcal,1,1988,2,0.5250596,3376.0,5163,,13004.4580078125,5.250596,3183.627092100007
1029,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,10,1.1694318000000001,3386.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,3184.796523900007
5454,URY,Uruguay,L. America & Carib.,1989,I,povcal,1,1988,5,0.3068166,3393.0,5041,4314.060460281531,7329.36376953125,3.068166,3185.1033405000067
3014,KAZ,Kazakhstan,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,5,1.6130832,3406.0,3998,,7089.0,16.130832,3186.7164237000065
4404,POL,Poland,Mature economies,1987,I,povcal,1,1988,5,3.7824487999999996,3502.0,4096,4870.333441119676,9440.6748046875,37.824488,3190.4988725000067
4758,SLV,El Salvador,L. America & Carib.,1989,I,povcal,1,1988,9,0.5189564999999999,3529.0,2075,2262.091615078688,3552.107421875,5.189565,3191.0178290000067
2878,JAM,Jamaica,L. America & Carib.,1988,C,povcal,1,1988,9,0.23564000000000002,3552.0,2298,2870.981339573017,5539.47412109375,2.3564,3191.2534690000066
505,BLR,Belarus,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,6,1.014,3574.0,3662,,,10.14,3192.2674690000067
1672,EST,Estonia,Mature economies,1988,I,povcal,1,1988,3,0.15619,3584.0,5210,,10641.0,1.5619,3192.423659000007
2653,IRL,Ireland,Mature economies,1987,I,wyd,1,1988,4,0.3524949,3623.0,5676,8159.454101445259,15347.359375,3.524949,3192.7761539000066
2821,ITA,Italy,Mature economies,1986,I,wyd,1,1988,2,5.6629288,3640.0,7943,11681.59537054071,20977.615234375,56.629288,3198.4390827000066
4891,SVN,Slovenia,Mature economies,1987,I,povcal,1,1988,2,0.19951960000000002,3642.0,6151,,,1.995196,3198.6386023000064
1528,ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,9,0.9792658000000001,3651.0,2284,2970.7477873448906,5172.47412109375,9.792658,3199.6178681000065
431,BGR,Bulgaria,Mature economies,1989,C,povcal,1,1988,2,0.8981446,3654.0,6203,4605.6326918683535,8135.71337890625,8.981446,3200.5160127000063
4453,PRT,Portugal,Mature economies,1989,I,wyd,1,1988,4,1.001961,3667.0,5491,8602.400777211395,15528.70703125,10.01961,3201.517973700006
1262,CYP,Cyprus,Mature economies,1990,I,wyd,1,1988,3,0.07365310000000001,3679.0,6221,6925.126518431175,18091.318359375,0.736531,3201.591626800006
4564,ROU,Romania,Mature economies,1989,I,povcal,1,1988,5,2.3057662,3707.0,4165,,8332.9423828125,23.057662,3203.897393000006
3365,LTU,Lithuania,Mature economies,1988,I,povcal,1,1988,6,0.3655049,3733.0,3813,,12537.0,3.655049,3204.262897900006
3627,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,8,8.101009600000001,3745.0,2728,5027.856116149457,9697.029296875,81.01009599999999,3212.363907500006
280,BEL,Belgium,Mature economies,1988,I,wyd,1,1988,1,0.9901664000000001,3753.0,9653,12459.33873902407,23672.939453125,9.901664,3213.354073900006
2308,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,9,1.0596486999999999,3758.0,2684,6499.630216761201,13455.3291015625,10.596487,3214.4137226000057
5248,TUR,Turkey,"Russia, C. Asia, SE Europe",1987,C,povcal,1,1988,9,5.22785,3817.0,2593,4456.082873578906,7604.22607421875,52.2785,3219.641572600006
4842,SVK,Slovak Republic,Mature economies,1988,I,povcal,1,1988,3,0.5250596,3820.0,5163,,13004.4580078125,5.250596,3220.166632200006
1291,CZE,Czech Republic,Mature economies,1988,I,povcal,1,1988,2,1.0355276,3823.0,5863,,16211.0,10.355276,3221.202159800006
730,CAN,Canada,Mature economies,1987,I,wyd,1,1988,1,2.6895,3832.0,14401,13931.711995178908,26127.9375,26.895,3223.891659800006
3015,KAZ,Kazakhstan,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,6,1.6130832,3834.0,3998,,7089.0,16.130832,3225.504743000006
2708,IRN,"Iran, Islamic Rep.",M. East & N. Africa,1990,C,povcal,1,1988,9,5.181074400000001,3853.0,2429,2458.601198970312,6200.66943359375,51.810744,3230.685817400006
2773,ISR,Israel,Mature economies,1986,I,wyd,1,1988,4,0.4442,3858.0,6303,8414.497205402651,16430.94140625,4.442,3231.1300174000057
4405,POL,Poland,Mature economies,1987,I,povcal,1,1988,6,3.7824487999999996,3896.0,4096,4870.333441119676,9440.6748046875,37.824488,3234.912466200006
506,BLR,Belarus,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,7,1.014,3966.0,3662,,,10.14,3235.926466200006
3162,KOR,"Korea, Rep.",Mature economies,1988,I,wyd,1,1988,3,4.1975,3975.0,7028,5194.199906039309,9977.13671875,41.975,3240.123966200006
5187,TTO,Trinidad and Tobago,L. America & Carib.,1988,I,povcal,1,1988,8,0.12012239999999999,4005.0,3184,2949.7671308598574,10879.6044921875,1.201224,3240.2440886000063
1400,DNK,Denmark,Mature economies,1987,I,wyd,1,1988,1,0.5129516,4024.0,12610,12008.44431545474,25000.275390625,5.129516000000001,3240.7570402000065
1218,CRI,Costa Rica,L. America & Carib.,1989,I,povcal,1,1988,9,0.2916566,4055.0,2403,4005.900989463893,6159.13671875,2.916566,3241.0486968000064
2081,GRC,Greece,Mature economies,1988,I,wyd,1,1988,2,1.0036983,4088.0,9085,10454.33926429884,16890.1953125,10.036983,3242.0523951000064
1622,ESP,Spain,Mature economies,1990,I,wyd,1,1988,3,3.8715848,4090.0,7030,11104.36045104772,19776.65625,38.715848,3245.9239799000065
5455,URY,Uruguay,L. America & Carib.,1989,I,povcal,1,1988,6,0.3068166,4093.0,5041,4314.060460281531,7329.36376953125,3.068166,3246.2307965000064
54,ARG,Argentina,L. America & Carib.,1987,I,povcal,1,1988,5,3.1729130000000003,4094.0,6397,9201.201876605535,8849.7685546875,31.729129999999998,3249.4037095000062
4565,ROU,Romania,Mature economies,1989,I,povcal,1,1988,6,2.3057662,4095.0,4165,,8332.9423828125,23.057662,3251.7094757000064
1740,FIN,Finland,Mature economies,1987,I,wyd,1,1988,1,0.4946481,4095.0,9268,10371.71359432845,21054.041015625,4.9464809999999995,3252.2041238000065
1673,EST,Estonia,Mature economies,1988,I,povcal,1,1988,4,0.15619,4121.0,5210,,10641.0,1.5619,3252.3603138000067
3628,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,9,8.101009600000001,4133.0,2728,5027.856116149457,9697.029296875,81.01009599999999,3260.4613234000067
3366,LTU,Lithuania,Mature economies,1988,I,povcal,1,1988,7,0.3655049,4141.0,3813,,12537.0,3.655049,3260.8268283000066
3339,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,10,0.15799000000000002,4145.0,951,773.4909531522626,837.08251953125,1.5799,3260.9848183000067
2918,JOR,Jordan,M. East & N. Africa,1986,C,povcal,1,1988,9,0.2948,4158.0,2658,3083.630833819242,4310.0341796875,2.948,3261.279618300007
1881,GBR,United Kingdom,Mature economies,1986,I,wyd,1,1988,2,5.6928328,4178.0,8978,11262.25187198989,20009.89453125,56.928328,3266.9724511000068
4843,SVK,Slovak Republic,Mature economies,1988,I,povcal,1,1988,4,0.5250596,4218.0,5163,,13004.4580078125,5.250596,3267.497510700007
1263,CYP,Cyprus,Mature economies,1990,I,wyd,1,1988,4,0.07365310000000001,4224.0,6221,6925.126518431175,18091.318359375,0.736531,3267.5711638000066
4454,PRT,Portugal,Mature economies,1989,I,wyd,1,1988,5,1.001961,4247.0,5491,8602.400777211395,15528.70703125,10.01961,3268.5731248000066
4892,SVN,Slovenia,Mature economies,1987,I,povcal,1,1988,3,0.19951960000000002,4281.0,6151,,,1.995196,3268.7726444000064
432,BGR,Bulgaria,Mature economies,1989,C,povcal,1,1988,3,0.8981446,4292.0,6203,4605.6326918683535,8135.71337890625,8.981446,3269.670789000006
4507,PRY,Paraguay,L. America & Carib.,1990,I,povcal,1,1988,8,0.40236279999999996,4306.0,3456,2934.752931529315,4004.967529296875,4.0236279999999995,3270.073151800006
3016,KAZ,Kazakhstan,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,7,1.6130832,4330.0,3998,,7089.0,16.130832,3271.686235000006
2654,IRL,Ireland,Mature economies,1987,I,wyd,1,1988,5,0.3524949,4332.0,5676,8159.454101445259,15347.359375,3.524949,3272.038729900006
4406,POL,Poland,Mature economies,1987,I,povcal,1,1988,7,3.7824487999999996,4338.0,4096,4870.333441119676,9440.6748046875,37.824488,3275.821178700006
1292,CZE,Czech Republic,Mature economies,1988,I,povcal,1,1988,3,1.0355276,4362.0,5863,,16211.0,10.355276,3276.856706300006
3441,LVA,Latvia,Mature economies,1988,I,povcal,1,1988,2,0.2653434,4378.0,7321,7573.604390386194,10428.2744140625,2.653434,3277.122049700006
3888,MYS,Malaysia,Other Asia,1987,I,povcal,1,1988,9,1.7200068,4401.0,2798,1959.27948654467,5511.51611328125,17.200067999999998,3278.842056500006
507,BLR,Belarus,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,8,1.014,4438.0,3662,,,10.14,3279.856056500006
5587,VEN,"Venezuela, RB",L. America & Carib.,1987,I,povcal,1,1988,8,1.8839278000000002,4458.0,3830,4062.6606480366795,9985.5732421875,18.839278,3281.739984300006
1138,COL,Colombia,L. America & Carib.,1988,I,povcal,1,1988,9,3.191325,4492.0,2785,3809.6649796557863,5784.0361328125,31.91325,3284.931309300006
2822,ITA,Italy,Mature economies,1986,I,wyd,1,1988,3,5.6629288,4504.0,7943,11681.59537054071,20977.615234375,56.629288,3290.594238100006
5069,THA,Thailand,Other Asia,1988,C,povcal,1,1988,10,5.5370528,4519.0,1279,1761.616210558801,3250.703369140625,55.370528,3296.1312909000058
4566,ROU,Romania,Mature economies,1989,I,povcal,1,1988,7,2.3057662,4524.0,4165,,8332.9423828125,23.057662,3298.437057100006
4844,SVK,Slovak Republic,Mature economies,1988,I,povcal,1,1988,5,0.5250596,4605.0,5163,,13004.4580078125,5.250596,3298.962116700006
3629,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,10,8.101009600000001,4621.0,2728,5027.856116149457,9697.029296875,81.01009599999999,3307.063126300006
3367,LTU,Lithuania,Mature economies,1988,I,povcal,1,1988,8,0.3655049,4629.0,3813,,12537.0,3.655049,3307.428631200006
1674,EST,Estonia,Mature economies,1988,I,povcal,1,1988,5,0.15619,4647.0,5210,,10641.0,1.5619,3307.584821200006
2774,ISR,Israel,Mature economies,1986,I,wyd,1,1988,5,0.4442,4672.0,6303,8414.497205402651,16430.94140625,4.442,3308.029021200006
3163,KOR,"Korea, Rep.",Mature economies,1988,I,wyd,1,1988,4,4.1975,4672.0,7028,5194.199906039309,9977.13671875,41.975,3312.226521200006
828,CHL,Chile,L. America & Carib.,1987,I,povcal,1,1988,9,1.2733409,4708.0,2939,3125.4905778688753,5939.54443359375,12.733409,3313.4998621000063
1623,ESP,Spain,Mature economies,1990,I,wyd,1,1988,4,3.8715848,4768.0,7030,11104.36045104772,19776.65625,38.715848,3317.3714469000065
4061,NLD,Netherlands,Mature economies,1987,I,wyd,1,1988,2,1.4760094,4791.0,9574,12143.27512491104,23805.724609375,14.760094,3318.8474563000063
1264,CYP,Cyprus,Mature economies,1990,I,wyd,1,1988,5,0.07365310000000001,4819.0,6221,6925.126518431175,18091.318359375,0.736531,3318.921109400006
4893,SVN,Slovenia,Mature economies,1987,I,povcal,1,1988,4,0.19951960000000002,4829.0,6151,,,1.995196,3319.120629000006
1293,CZE,Czech Republic,Mature economies,1988,I,povcal,1,1988,4,1.0355276,4831.0,5863,,16211.0,10.355276,3320.156156600006
433,BGR,Bulgaria,Mature economies,1989,C,povcal,1,1988,4,0.8981446,4851.0,6203,4605.6326918683535,8135.71337890625,8.981446,3321.0543012000057
4455,PRT,Portugal,Mature economies,1989,I,wyd,1,1988,6,1.001961,4884.0,5491,8602.400777211395,15528.70703125,10.01961,3322.0562622000057
4407,POL,Poland,Mature economies,1987,I,povcal,1,1988,8,3.7824487999999996,4916.0,4096,4870.333441119676,9440.6748046875,37.824488,3325.838711000006
5456,URY,Uruguay,L. America & Carib.,1989,I,povcal,1,1988,7,0.3068166,4920.0,5041,4314.060460281531,7329.36376953125,3.068166,3326.1455276000056
1509,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,10,2.4035236,4941.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,3328.5490512000056
3017,KAZ,Kazakhstan,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,8,1.6130832,4953.0,3998,,7089.0,16.130832,3330.1621344000055
2655,IRL,Ireland,Mature economies,1987,I,wyd,1,1988,6,0.3524949,4995.0,5676,8159.454101445259,15347.359375,3.524949,3330.5146293000053
55,ARG,Argentina,L. America & Carib.,1987,I,povcal,1,1988,6,3.1729130000000003,4996.0,6397,9201.201876605535,8849.7685546875,31.729129999999998,3333.687542300005
4845,SVK,Slovak Republic,Mature economies,1988,I,povcal,1,1988,6,0.5250596,4997.0,5163,,13004.4580078125,5.250596,3334.212601900005
618,BRA,Brazil,L. America & Carib.,1988,I,povcal,1,1988,9,14.447038399999999,5012.0,3069,3701.521233916012,7519.3427734375,144.470384,3348.6596403000053
1811,FRA,France,Mature economies,1989,I,wyd,1,1988,2,5.7668932,5036.0,10674,13408.86583479267,23767.998046875,57.668932,3354.4265335000055
4567,ROU,Romania,Mature economies,1989,I,povcal,1,1988,8,2.3057662,5061.0,4165,,8332.9423828125,23.057662,3356.7322997000056
508,BLR,Belarus,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,9,1.014,5097.0,3662,,,10.14,3357.7462997000057
2082,GRC,Greece,Mature economies,1988,I,wyd,1,1988,3,1.0036983,5105.0,9085,10454.33926429884,16890.1953125,10.036983,3358.7499980000057
1340,DEU,Germany,Mature economies,1989,I,wyd,1,1988,1,7.8144616,5114.0,13913,14466.112435404219,24801.767578125,78.144616,3366.5644596000056
3442,LVA,Latvia,Mature economies,1988,I,povcal,1,1988,3,0.2653434,5117.0,7321,7573.604390386194,10428.2744140625,2.653434,3366.8298030000055
1675,EST,Estonia,Mature economies,1988,I,povcal,1,1988,6,0.15619,5210.0,5210,,10641.0,1.5619,3366.9859930000057
1294,CZE,Czech Republic,Mature economies,1988,I,povcal,1,1988,5,1.0355276,5271.0,5863,,16211.0,10.355276,3368.0215206000057
131,AUS,Australia,Mature economies,1989,I,wyd,1,1988,2,1.6532200000000001,5284.0,11678,12463.26584832049,23370.16796875,16.5322,3369.674740600006
1882,GBR,United Kingdom,Mature economies,1986,I,wyd,1,1988,3,5.6928328,5305.0,8978,11262.25187198989,20009.89453125,56.928328,3375.3675734000058
3368,LTU,Lithuania,Mature economies,1988,I,povcal,1,1988,9,0.3655049,5307.0,3813,,12537.0,3.655049,3375.7330783000057
4894,SVN,Slovenia,Mature economies,1987,I,povcal,1,1988,5,0.19951960000000002,5345.0,6151,,,1.995196,3375.9325979000055
3164,KOR,"Korea, Rep.",Mature economies,1988,I,wyd,1,1988,5,4.1975,5347.0,7028,5194.199906039309,9977.13671875,41.975,3380.1300979000057
5188,TTO,Trinidad and Tobago,L. America & Carib.,1988,I,povcal,1,1988,9,0.12012239999999999,5358.0,3184,2949.7671308598574,10879.6044921875,1.201224,3380.250220300006
434,BGR,Bulgaria,Mature economies,1989,C,povcal,1,1988,5,0.8981446,5384.0,6203,4605.6326918683535,8135.71337890625,8.981446,3381.1483649000056
2823,ITA,Italy,Mature economies,1986,I,wyd,1,1988,4,5.6629288,5398.0,7943,11681.59537054071,20977.615234375,56.629288,3386.8112937000055
4846,SVK,Slovak Republic,Mature economies,1988,I,povcal,1,1988,7,0.5250596,5457.0,5163,,13004.4580078125,5.250596,3387.3363533000056
